"station_name","from","from_type","to","to_type"
"125 St","EL125","Elevator","125 St","Street"
"125 St","EL142","Elevator","125 St","Street"
"125 St","EL125","Elevator","Mezzanine","Mezzanine"
"125 St","EL142","Elevator","Mezzanine","Mezzanine"
"125 St","Mezzanine","Mezzanine","EL143","Elevator"
"125 St","Mezzanine","Mezzanine","EL126","Elevator"
"125 St","Mezzanine","Mezzanine","EL144","Elevator"
"125 St","pid_1","Platform","EL143","Elevator"
"125 St","pid_1","Platform","D-south","Train"
"125 St","pid_1","Platform","C-south","Train"
"125 St","pid_1","Platform","A-south","Train"
"125 St","pid_1","Platform","B-south","Train"
"125 St","pid_2","Platform","EL126","Elevator"
"125 St","pid_2","Platform","5-south","Train"
"125 St","pid_2","Platform","4-south","Train"
"125 St","pid_2","Platform","6-north","Train"
"125 St","pid_2","Platform","4-north","Train"
"125 St","pid_2","Platform","5-north","Train"
"125 St","pid_2","Platform","6-south","Train"
"125 St","pid_3","Platform","EL144","Elevator"
"125 St","pid_3","Platform","B-north","Train"
"125 St","pid_3","Platform","A-north","Train"
"125 St","pid_3","Platform","C-north","Train"
"125 St","pid_3","Platform","D-north","Train"
"135 St","EL180","Elevator","135 St","Street"
"135 St","EL181","Elevator","135 St","Street"
"135 St","EL180","Elevator","pid_4","Platform"
"135 St","pid_4","Platform","3-bronx","Train"
"135 St","pid_4","Platform","2-bronx","Train"
"135 St","EL181","Elevator","pid_5","Platform"
"135 St","pid_5","Platform","3-south","Train"
"135 St","pid_5","Platform","2-south","Train"
"14 St - 8 Av","EL221","Elevator","14 St - 8 Av","Street"
"14 St - 8 Av","EL221","Elevator","Mezzanine","Mezzanine"
"14 St - 8 Av","Mezzanine","Mezzanine","EL222","Elevator"
"14 St - 8 Av","Mezzanine","Mezzanine","EL223","Elevator"
"14 St - 8 Av","pid_6","Platform","EL222","Elevator"
"14 St - 8 Av","pid_6","Platform","C-south","Train"
"14 St - 8 Av","pid_6","Platform","E-south","Train"
"14 St - 8 Av","pid_6","Platform","A-south","Train"
"14 St - 8 Av","pid_7","Platform","EL223","Elevator"
"14 St - 8 Av","pid_7","Platform","C-north","Train"
"14 St - 8 Av","pid_7","Platform","E-north","Train"
"14 St - 8 Av","pid_7","Platform","A-north","Train"
"14 St - Union Sq","EL217","Elevator","14 St - Union Sq","Street"
"14 St - Union Sq","EL217","Elevator","Mezzanine","Mezzanine"
"14 St - Union Sq","Mezzanine","Mezzanine","EL220","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL218","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL219","Elevator"
"14 St - Union Sq","pid_8","Platform","EL220","Elevator"
"14 St - Union Sq","pid_8","Platform","N-south","Train"
"14 St - Union Sq","pid_8","Platform","W-south","Train"
"14 St - Union Sq","pid_8","Platform","R-south","Train"
"14 St - Union Sq","pid_8","Platform","Q-south","Train"
"14 St - Union Sq","pid_9","Platform","EL218","Elevator"
"14 St - Union Sq","pid_9","Platform","L-south","Train"
"14 St - Union Sq","pid_9","Platform","L-north","Train"
"14 St - Union Sq","pid_10","Platform","EL219","Elevator"
"14 St - Union Sq","pid_10","Platform","W-north","Train"
"14 St - Union Sq","pid_10","Platform","N-north","Train"
"14 St - Union Sq","pid_10","Platform","Q-north","Train"
"14 St - Union Sq","pid_10","Platform","R-north","Train"
"149 St - 3 Av","EL129","Elevator","149 St - 3 Av","Street"
"149 St - 3 Av","EL130","Elevator","149 St - 3 Av","Street"
"149 St - 3 Av","EL129","Elevator","pid_11","Platform"
"149 St - 3 Av","pid_11","Platform","5-bronx","Train"
"149 St - 3 Av","pid_11","Platform","2-bronx","Train"
"149 St - 3 Av","EL130","Elevator","pid_12","Platform"
"149 St - 3 Av","pid_12","Platform","2-manhattan","Train"
"149 St - 3 Av","pid_12","Platform","5-manhattan","Train"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL134","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL133","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL132","Elevator"
"161 St - Yankee Stadium","EL131","Elevator","Mezzanine","Mezzanine"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL135","Elevator"
"161 St - Yankee Stadium","pid_13","Platform","EL134","Elevator"
"161 St - Yankee Stadium","pid_13","Platform","B-manhattan","Train"
"161 St - Yankee Stadium","pid_13","Platform","D-manhattan","Train"
"161 St - Yankee Stadium","pid_14","Platform","EL133","Elevator"
"161 St - Yankee Stadium","pid_14","Platform","4-manhattan","Train"
"161 St - Yankee Stadium","pid_15","Platform","EL132","Elevator"
"161 St - Yankee Stadium","pid_15","Platform","4-woodlawn","Train"
"161 St - Yankee Stadium","EL131","Elevator","161 St - Yankee Stadium","Street"
"168 St","EL139","Elevator","168 St","Street"
"168 St","EL139","Elevator","Mezzanine","Mezzanine"
"168 St","Mezzanine","Mezzanine","EL141","Elevator"
"168 St","Mezzanine","Mezzanine","EL140","Elevator"
"168 St","pid_16","Platform","EL141","Elevator"
"168 St","pid_16","Platform","A-south","Train"
"168 St","pid_16","Platform","C-south","Train"
"175 St","EL123","Elevator","175 St","Street"
"175 St","EL123","Elevator","Mezzanine","Mezzanine"
"175 St","Mezzanine","Mezzanine","EL124","Elevator"
"175 St","pid_17","Platform","EL124","Elevator"
"175 St","pid_17","Platform","A-north","Train"
"175 St","pid_17","Platform","A-south","Train"
"179 St - Jamaica","EL431","Elevator","179 St - Jamaica","Street"
"179 St - Jamaica","EL431","Elevator","Mezzanine","Mezzanine"
"179 St - Jamaica","Mezzanine","Mezzanine","EL432","Elevator"
"179 St - Jamaica","Mezzanine","Mezzanine","EL433","Elevator"
"179 St - Jamaica","pid_18","Platform","EL432","Elevator"
"179 St - Jamaica","pid_18","Platform","F-manhattan","Train"
"207 St - Inwood","EL148","Elevator","207 St - Inwood","Street"
"207 St - Inwood","EL148","Elevator","Mezzanine","Mezzanine"
"207 St - Inwood","Mezzanine","Mezzanine","EL149","Elevator"
"207 St - Inwood","pid_19","Platform","EL149","Elevator"
"207 St - Inwood","pid_19","Platform","A-south","Train"
"21 St - Queensbridge","EL405","Elevator","21 St - Queensbridge","Street"
"21 St - Queensbridge","EL405","Elevator","Mezzanine","Mezzanine"
"21 St - Queensbridge","Mezzanine","Mezzanine","EL407","Elevator"
"21 St - Queensbridge","Mezzanine","Mezzanine","EL406","Elevator"
"21 St - Queensbridge","pid_20","Platform","EL407","Elevator"
"21 St - Queensbridge","pid_20","Platform","F-jamaica","Train"
"21 St - Queensbridge","pid_21","Platform","EL406","Elevator"
"21 St - Queensbridge","pid_21","Platform","F-manhattan","Train"
"23 St","EL298","Elevator","23 St","Street"
"23 St","EL299","Elevator","23 St","Street"
"23 St","EL298","Elevator","pid_22","Platform"
"23 St","pid_22","Platform","6-north","Train"
"23 St","EL299","Elevator","pid_23","Platform"
"23 St","pid_23","Platform","6-south","Train"
"231 St","EL185","Elevator","231 St","Street"
"231 St","EL184","Elevator","231 St","Street"
"231 St","EL185","Elevator","pid_24","Platform"
"231 St","pid_24","Platform","1-van cortlandt park","Train"
"231 St","EL184","Elevator","pid_25","Platform"
"231 St","pid_25","Platform","1-manhattan","Train"
"233 St","EL192","Elevator","233 St","Street"
"233 St","EL192","Elevator","Mezzanine","Mezzanine"
"233 St","Mezzanine","Mezzanine","EL194","Elevator"
"233 St","Mezzanine","Mezzanine","EL193","Elevator"
"233 St","pid_26","Platform","EL194","Elevator"
"233 St","pid_26","Platform","5-manhattan","Train"
"233 St","pid_26","Platform","2-manhattan","Train"
"233 St","pid_27","Platform","EL193","Elevator"
"233 St","pid_27","Platform","5-wakefield 241 st","Train"
"233 St","pid_27","Platform","2-wakefield 241 st","Train"
"28 St","EL279X","Elevator","28 St","Street"
"28 St","EL279X","Elevator","pid_28","Platform"
"28 St","pid_28","Platform","6-south","Train"
"34 St - Herald Sq","EL213","Elevator","34 St - Herald Sq","Street"
"34 St - Herald Sq","EL213","Elevator","Mezzanine","Mezzanine"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL209","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL211","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL210","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL212","Elevator"
"34 St - Herald Sq","pid_29","Platform","EL209","Elevator"
"34 St - Herald Sq","pid_29","Platform","D-south","Train"
"34 St - Herald Sq","pid_29","Platform","F-south","Train"
"34 St - Herald Sq","pid_29","Platform","M-south","Train"
"34 St - Herald Sq","pid_29","Platform","B-south","Train"
"34 St - Herald Sq","pid_30","Platform","EL211","Elevator"
"34 St - Herald Sq","pid_30","Platform","Q-south","Train"
"34 St - Herald Sq","pid_30","Platform","W-south","Train"
"34 St - Herald Sq","pid_30","Platform","N-south","Train"
"34 St - Herald Sq","pid_30","Platform","R-south","Train"
"34 St - Herald Sq","pid_31","Platform","EL210","Elevator"
"34 St - Herald Sq","pid_31","Platform","F-north","Train"
"34 St - Herald Sq","pid_31","Platform","D-north","Train"
"34 St - Herald Sq","pid_31","Platform","M-north","Train"
"34 St - Herald Sq","pid_31","Platform","B-north","Train"
"34 St - Herald Sq","pid_32","Platform","EL212","Elevator"
"34 St - Herald Sq","pid_32","Platform","Q-north","Train"
"34 St - Herald Sq","pid_32","Platform","R-north","Train"
"34 St - Herald Sq","pid_32","Platform","N-north","Train"
"34 St - Herald Sq","pid_32","Platform","W-north","Train"
"34 St - Hudson Yards","Mezzanine","Mezzanine","EL600","Elevator"
"34 St - Hudson Yards","Mezzanine","Mezzanine","EL601","Elevator"
"34 St - Hudson Yards","Mezzanine","Mezzanine","EL602","Elevator"
"34 St - Hudson Yards","pid_33","Platform","EL600","Elevator"
"34 St - Hudson Yards","pid_33","Platform","7-flushing main st","Train"
"42 St - Grand Central","Mezzanine","Mezzanine","EL244","Elevator"
"42 St - Grand Central","Mezzanine","Mezzanine","EL205","Elevator"
"42 St - Grand Central","Mezzanine","Mezzanine","EL206","Elevator"
"42 St - Grand Central","EL296","Elevator","Mezzanine","Mezzanine"
"42 St - Grand Central","pid_34","Platform","EL244","Elevator"
"42 St - Grand Central","pid_34","Platform","7-north","Train"
"42 St - Grand Central","pid_34","Platform","7-south","Train"
"42 St - Grand Central","pid_35","Platform","EL205","Elevator"
"42 St - Grand Central","pid_35","Platform","5-south","Train"
"42 St - Grand Central","pid_35","Platform","6-south","Train"
"42 St - Grand Central","pid_35","Platform","4-south","Train"
"42 St - Grand Central","pid_36","Platform","EL206","Elevator"
"42 St - Grand Central","pid_36","Platform","5-north","Train"
"42 St - Grand Central","pid_36","Platform","4-north","Train"
"42 St - Grand Central","pid_36","Platform","6-north","Train"
"42 St - Grand Central","EL296","Elevator","42 St - Grand Central","Street"
"47-50 St - Rockefeller Ctr","EL234","Elevator","47-50 St - Rockefeller Ctr","Street"
"47-50 St - Rockefeller Ctr","EL234","Elevator","Mezzanine","Mezzanine"
"47-50 St - Rockefeller Ctr","Mezzanine","Mezzanine","EL236","Elevator"
"47-50 St - Rockefeller Ctr","Mezzanine","Mezzanine","EL235","Elevator"
"47-50 St - Rockefeller Ctr","pid_37","Platform","EL236","Elevator"
"47-50 St - Rockefeller Ctr","pid_37","Platform","B-south","Train"
"47-50 St - Rockefeller Ctr","pid_37","Platform","F-south","Train"
"47-50 St - Rockefeller Ctr","pid_37","Platform","D-south","Train"
"47-50 St - Rockefeller Ctr","pid_37","Platform","M-south","Train"
"47-50 St - Rockefeller Ctr","pid_38","Platform","EL235","Elevator"
"47-50 St - Rockefeller Ctr","pid_38","Platform","D-north","Train"
"47-50 St - Rockefeller Ctr","pid_38","Platform","F-north","Train"
"47-50 St - Rockefeller Ctr","pid_38","Platform","B-north","Train"
"47-50 St - Rockefeller Ctr","pid_38","Platform","M-north","Train"
"49 St","EL268X","Elevator","49 St","Street"
"49 St","EL268X","Elevator","pid_39","Platform"
"49 St","pid_39","Platform","W-north","Train"
"49 St","pid_39","Platform","R-north","Train"
"49 St","pid_39","Platform","N-north","Train"
"61 St - Woodside","Mezzanine","Mezzanine","EL417X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL416X","Elevator"
"61 St - Woodside","EL415X","Elevator","Mezzanine","Mezzanine"
"61 St - Woodside","pid_40","Platform","EL417X","Elevator"
"61 St - Woodside","pid_40","Platform","7-flushing main st","Train"
"61 St - Woodside","pid_41","Platform","EL416X","Elevator"
"61 St - Woodside","pid_41","Platform","7-manhattan","Train"
"61 St - Woodside","EL415X","Elevator","61 St - Woodside","Street"
"62 St / New Utrecht","Mezzanine","Mezzanine","EL740","Elevator"
"62 St / New Utrecht","Mezzanine","Mezzanine","EL741","Elevator"
"62 St / New Utrecht","EL739","Elevator","Mezzanine","Mezzanine"
"62 St / New Utrecht","pid_42","Platform","EL740","Elevator"
"62 St / New Utrecht","pid_42","Platform","D-manhattan","Train"
"62 St / New Utrecht","pid_43","Platform","EL741","Elevator"
"62 St / New Utrecht","pid_43","Platform","D-coney island","Train"
"62 St / New Utrecht","EL738","Elevator","62 St / New Utrecht","Street"
"62 St / New Utrecht","EL739","Elevator","62 St / New Utrecht","Street"
"62 St / New Utrecht","EL738","Elevator","pid_44","Platform"
"62 St / New Utrecht","pid_44","Platform","N-manhattan","Train"
"66 St - Lincoln Center","EL237","Elevator","66 St - Lincoln Center","Street"
"66 St - Lincoln Center","EL238","Elevator","66 St - Lincoln Center","Street"
"66 St - Lincoln Center","EL237","Elevator","pid_45","Platform"
"66 St - Lincoln Center","pid_45","Platform","1-north","Train"
"66 St - Lincoln Center","EL238","Elevator","pid_46","Platform"
"66 St - Lincoln Center","pid_46","Platform","1-south","Train"
"72 St","EL240","Elevator","72 St","Street"
"72 St","EL239","Elevator","72 St","Street"
"72 St","EL240","Elevator","pid_47","Platform"
"72 St","pid_47","Platform","2-south","Train"
"72 St","pid_47","Platform","1-south","Train"
"72 St","pid_47","Platform","3-south","Train"
"72 St","EL239","Elevator","pid_48","Platform"
"72 St","pid_48","Platform","3-north","Train"
"72 St","pid_48","Platform","2-north","Train"
"72 St","pid_48","Platform","1-north","Train"
"72 St / 2 Av","EL264","Elevator","72 St / 2 Av","Street"
"72 St / 2 Av","EL265","Elevator","72 St / 2 Av","Street"
"72 St / 2 Av","EL266","Elevator","72 St / 2 Av","Street"
"72 St / 2 Av","EL267","Elevator","72 St / 2 Av","Street"
"72 St / 2 Av","EL262","Elevator","72 St / 2 Av","Street"
"72 St / 2 Av","EL264","Elevator","Mezzanine","Mezzanine"
"72 St / 2 Av","EL265","Elevator","Mezzanine","Mezzanine"
"72 St / 2 Av","EL266","Elevator","Mezzanine","Mezzanine"
"72 St / 2 Av","EL267","Elevator","Mezzanine","Mezzanine"
"72 St / 2 Av","EL262","Elevator","Mezzanine","Mezzanine"
"72 St / 2 Av","Mezzanine","Mezzanine","EL259","Elevator"
"72 St / 2 Av","pid_49","Platform","EL259","Elevator"
"72 St / 2 Av","pid_49","Platform","Q-north","Train"
"72 St / 2 Av","pid_49","Platform","Q-south","Train"
"8 Av","EL753","Elevator","8 Av","Street"
"8 Av","EL753","Elevator","pid_50","Platform"
"8 Av","pid_50","Platform","N-manhattan","Train"
"8 Av - 14 St","Mezzanine","Mezzanine","EL224","Elevator"
"8 Av - 14 St","pid_51","Platform","EL224","Elevator"
"8 Av - 14 St","pid_51","Platform","L-south","Train"
"8 Av - 14 St","pid_51","Platform","L-north","Train"
"86 St","EL273","Elevator","86 St","Street"
"86 St","EL273","Elevator","pid_52","Platform"
"86 St","pid_52","Platform","6-north","Train"
"86 St / 2 Av","EL250","Elevator","86 St / 2 Av","Street"
"86 St / 2 Av","EL250","Elevator","Mezzanine","Mezzanine"
"86 St / 2 Av","Mezzanine","Mezzanine","EL249","Elevator"
"86 St / 2 Av","pid_53","Platform","EL249","Elevator"
"86 St / 2 Av","pid_53","Platform","Q-north","Train"
"86 St / 2 Av","pid_53","Platform","Q-south","Train"
"96 St","EL146","Elevator","96 St","Street"
"96 St","EL145","Elevator","96 St","Street"
"96 St","EL146","Elevator","pid_54","Platform"
"96 St","pid_54","Platform","3-north","Train"
"96 St","pid_54","Platform","2-north","Train"
"96 St","pid_54","Platform","1-north","Train"
"96 St","EL145","Elevator","pid_55","Platform"
"96 St","pid_55","Platform","2-south","Train"
"96 St","pid_55","Platform","3-south","Train"
"96 St","pid_55","Platform","1-south","Train"
"96 St / 2 Av","EL248","Elevator","96 St / 2 Av","Street"
"96 St / 2 Av","EL248","Elevator","Mezzanine","Mezzanine"
"96 St / 2 Av","Mezzanine","Mezzanine","EL247","Elevator"
"96 St / 2 Av","pid_56","Platform","EL247","Elevator"
"96 St / 2 Av","pid_56","Platform","Q-south","Train"
"Aqueduct Racetrack","EL489X","Elevator","Aqueduct Racetrack","Street"
"Aqueduct Racetrack","EL489X","Elevator","pid_57","Platform"
"Aqueduct Racetrack","pid_57","Platform","A-manhattan","Train"
"Atlantic Av-Barclays Ctr","EL700X","Elevator","Atlantic Av-Barclays Ctr","Street"
"Atlantic Av-Barclays Ctr","EL301","Elevator","Atlantic Av-Barclays Ctr","Street"
"Atlantic Av-Barclays Ctr","EL300X","Elevator","Atlantic Av-Barclays Ctr","Street"
"Atlantic Av-Barclays Ctr","EL737X","Elevator","Atlantic Av-Barclays Ctr","Street"
"Atlantic Av-Barclays Ctr","EL700X","Elevator","pid_58","Platform"
"Atlantic Av-Barclays Ctr","pid_58","Platform","3-manhattan","Train"
"Atlantic Av-Barclays Ctr","pid_58","Platform","2-manhattan","Train"
"Bay Parkway","EL376","Elevator","Bay Parkway","Street"
"Bay Parkway","EL376","Elevator","Mezzanine","Mezzanine"
"Bay Parkway","Mezzanine","Mezzanine","EL378","Elevator"
"Bay Parkway","Mezzanine","Mezzanine","EL377","Elevator"
"Bay Parkway","pid_59","Platform","EL378","Elevator"
"Bay Parkway","pid_59","Platform","D-coney island","Train"
"Bay Parkway","pid_60","Platform","EL377","Elevator"
"Bay Parkway","pid_60","Platform","D-manhattan","Train"
"Borough Hall","EL317","Elevator","Borough Hall","Street"
"Borough Hall","EL317","Elevator","Mezzanine","Mezzanine"
"Borough Hall","Mezzanine","Mezzanine","EL318","Elevator"
"Borough Hall","pid_61","Platform","EL318","Elevator"
"Borough Hall","pid_61","Platform","2-north","Train"
"Borough Hall","pid_61","Platform","3-north","Train"
"Borough Hall","pid_61","Platform","2-manhattan","Train"
"Borough Hall","pid_61","Platform","2-south","Train"
"Borough Hall","pid_61","Platform","3-south","Train"
"Borough Hall","pid_61","Platform","4-manhattan","Train"
"Borough Hall","pid_61","Platform","5-manhattan","Train"
"Borough Hall","pid_61","Platform","3-manhattan","Train"
"Brooklyn Bridge - City Hall","Mezzanine","Mezzanine","EL316","Elevator"
"Brooklyn Bridge - City Hall","EL314","Elevator","Mezzanine","Mezzanine"
"Brooklyn Bridge - City Hall","Mezzanine","Mezzanine","EL315","Elevator"
"Brooklyn Bridge - City Hall","pid_62","Platform","EL316","Elevator"
"Brooklyn Bridge - City Hall","pid_62","Platform","4-north","Train"
"Brooklyn Bridge - City Hall","pid_62","Platform","5-north","Train"
"Brooklyn Bridge - City Hall","pid_62","Platform","6-north","Train"
"Brooklyn Bridge - City Hall","EL314","Elevator","Brooklyn Bridge - City Hall","Street"
"Canal St","EL324","Elevator","Canal St","Street"
"Canal St","EL325","Elevator","Canal St","Street"
"Canal St","EL324","Elevator","pid_63","Platform"
"Canal St","pid_63","Platform","6-north","Train"
"Canal St","EL325","Elevator","pid_64","Platform"
"Canal St","pid_64","Platform","6-south","Train"
"Chambers St","Mezzanine","Mezzanine","EL337","Elevator"
"Chambers St","Mezzanine","Mezzanine","EL338","Elevator"
"Chambers St","EL336","Elevator","Mezzanine","Mezzanine"
"Chambers St","pid_65","Platform","EL337","Elevator"
"Chambers St","pid_65","Platform","1-north","Train"
"Chambers St","pid_65","Platform","3-north","Train"
"Chambers St","pid_65","Platform","2-north","Train"
"Chambers St","pid_66","Platform","EL338","Elevator"
"Chambers St","pid_66","Platform","2-south","Train"
"Chambers St","pid_66","Platform","1-south","Train"
"Chambers St","pid_66","Platform","3-south","Train"
"Chambers St","EL336","Elevator","Chambers St","Street"
"Church Av","EL373","Elevator","Church Av","Street"
"Church Av","EL320","Elevator","Church Av","Street"
"Church Av","EL321","Elevator","Church Av","Street"
"Church Av","EL373","Elevator","Mezzanine","Mezzanine"
"Church Av","Mezzanine","Mezzanine","EL374","Elevator"
"Church Av","Mezzanine","Mezzanine","EL375","Elevator"
"Church Av","EL320","Elevator","pid_67","Platform"
"Church Av","pid_67","Platform","2-manhattan","Train"
"Church Av","pid_67","Platform","5-manhattan","Train"
"Church Av","EL321","Elevator","pid_68","Platform"
"Church Av","pid_68","Platform","5-flatbush av brooklyn college","Train"
"Church Av","pid_68","Platform","2-flatbush av brooklyn college","Train"
"Court Square","Mezzanine","Mezzanine","EL447","Elevator"
"Court Square","EL446","Elevator","Mezzanine","Mezzanine"
"Court Square","Mezzanine","Mezzanine","EL445X","Elevator"
"Court Square","pid_69","Platform","EL447","Elevator"
"Court Square","pid_69","Platform","7-manhattan","Train"
"Court Square","EL446","Elevator","Court Square","Street"
"Crown Hts - Utica Av","EL322","Elevator","Crown Hts - Utica Av","Street"
"Crown Hts - Utica Av","EL322","Elevator","Mezzanine","Mezzanine"
"Crown Hts - Utica Av","Mezzanine","Mezzanine","EL323","Elevator"
"Dyckman St","EL178","Elevator","Dyckman St","Street"
"Dyckman St","EL178","Elevator","pid_70","Platform"
"Dyckman St","pid_70","Platform","1-south","Train"
"East 180 St","EL160","Elevator","East 180 St","Street"
"East 180 St","EL159","Elevator","East 180 St","Street"
"East 180 St","EL160","Elevator","pid_71","Platform"
"East 180 St","pid_71","Platform","5-manhattan","Train"
"East 180 St","pid_71","Platform","2-manhattan","Train"
"East 180 St","EL159","Elevator","pid_72","Platform"
"East 180 St","pid_72","Platform","5-bronx","Train"
"East 180 St","pid_72","Platform","2-bronx","Train"
"Euclid Av","EL341","Elevator","Euclid Av","Street"
"Euclid Av","EL341","Elevator","Mezzanine","Mezzanine"
"Euclid Av","Mezzanine","Mezzanine","EL342","Elevator"
"Euclid Av","Mezzanine","Mezzanine","EL343","Elevator"
"Euclid Av","pid_73","Platform","EL342","Elevator"
"Euclid Av","pid_73","Platform","C-manhattan","Train"
"Euclid Av","pid_73","Platform","A-manhattan","Train"
"Far Rockaway - Mott Av","EL497","Elevator","Far Rockaway - Mott Av","Street"
"Far Rockaway - Mott Av","EL498","Elevator","Far Rockaway - Mott Av","Street"
"Far Rockaway - Mott Av","EL497","Elevator","pid_74","Platform"
"Far Rockaway - Mott Av","pid_74","Platform","A-manhattan","Train"
"Far Rockaway - Mott Av","EL498","Elevator","pid_74","Platform"
"Flatbush Av Brooklyn College","EL319","Elevator","Flatbush Av Brooklyn College","Street"
"Flatbush Av Brooklyn College","EL319","Elevator","pid_75","Platform"
"Flatbush Av Brooklyn College","pid_75","Platform","5-south","Train"
"Flatbush Av Brooklyn College","pid_75","Platform","2-north","Train"
"Flatbush Av Brooklyn College","pid_75","Platform","5-north","Train"
"Flatbush Av Brooklyn College","pid_75","Platform","2-south","Train"
"Flushing Av","EL393","Elevator","Flushing Av","Street"
"Flushing Av","EL393","Elevator","Mezzanine","Mezzanine"
"Flushing Av","Mezzanine","Mezzanine","EL395","Elevator"
"Flushing Av","Mezzanine","Mezzanine","EL394","Elevator"
"Flushing Av","pid_76","Platform","EL395","Elevator"
"Flushing Av","pid_76","Platform","J-south","Train"
"Flushing Av","pid_76","Platform","J-north","Train"
"Flushing Av","pid_76","Platform","M-south","Train"
"Flushing Av","pid_76","Platform","M-north","Train"
"Flushing Av","pid_77","Platform","EL394","Elevator"
"Flushing Av","pid_77","Platform","M-middle village","Train"
"Flushing Av","pid_77","Platform","J-middle village","Train"
"Flushing Main St","EL414","Elevator","Flushing Main St","Street"
"Flushing Main St","EL414","Elevator","pid_78","Platform"
"Flushing Main St","pid_78","Platform","7-manhattan","Train"
"Fordham Rd","EL186","Elevator","Fordham Rd","Street"
"Fordham Rd","EL186","Elevator","Mezzanine","Mezzanine"
"Fordham Rd","Mezzanine","Mezzanine","EL188","Elevator"
"Fordham Rd","Mezzanine","Mezzanine","EL187","Elevator"
"Fordham Rd","pid_79","Platform","EL188","Elevator"
"Fordham Rd","pid_79","Platform","4-manhattan","Train"
"Fordham Rd","pid_80","Platform","EL187","Elevator"
"Fordham Rd","pid_80","Platform","4-woodlawn","Train"
"Forest Hills - 71 Av","Mezzanine","Mezzanine","EL439","Elevator"
"Forest Hills - 71 Av","EL437","Elevator","Mezzanine","Mezzanine"
"Forest Hills - 71 Av","Mezzanine","Mezzanine","EL438","Elevator"
"Forest Hills - 71 Av","pid_81","Platform","EL439","Elevator"
"Forest Hills - 71 Av","pid_81","Platform","M-manhattan","Train"
"Forest Hills - 71 Av","pid_81","Platform","F-manhattan","Train"
"Forest Hills - 71 Av","pid_81","Platform","R-manhattan","Train"
"Forest Hills - 71 Av","pid_81","Platform","E-manhattan","Train"
"Forest Hills - 71 Av","EL437","Elevator","Forest Hills - 71 Av","Street"
"Gun Hill Rd","EL183","Elevator","Gun Hill Rd","Street"
"Gun Hill Rd","EL182","Elevator","Gun Hill Rd","Street"
"Gun Hill Rd","EL183","Elevator","pid_82","Platform"
"Gun Hill Rd","pid_82","Platform","5-manhattan","Train"
"Gun Hill Rd","pid_82","Platform","2-manhattan","Train"
"Gun Hill Rd","EL182","Elevator","pid_83","Platform"
"Gun Hill Rd","pid_83","Platform","2-wakefield 241 st","Train"
"Gun Hill Rd","pid_83","Platform","5-wakefield 241 st","Train"
"Hunts Point","Mezzanine","Mezzanine","EL197","Elevator"
"Hunts Point","Mezzanine","Mezzanine","EL196","Elevator"
"Hunts Point","EL195","Elevator","Mezzanine","Mezzanine"
"Hunts Point","pid_84","Platform","EL197","Elevator"
"Hunts Point","pid_84","Platform","6-manhattan","Train"
"Hunts Point","pid_85","Platform","EL196","Elevator"
"Hunts Point","pid_85","Platform","6-pelham bay parkway","Train"
"Hunts Point","EL195","Elevator","Hunts Point","Street"
"Jamaica - Van Wyck","EL409","Elevator","Jamaica - Van Wyck","Street"
"Jamaica - Van Wyck","EL409","Elevator","Mezzanine","Mezzanine"
"Jamaica - Van Wyck","Mezzanine","Mezzanine","EL408","Elevator"
"Jamaica - Van Wyck","pid_86","Platform","EL408","Elevator"
"Jamaica - Van Wyck","pid_86","Platform","E-north","Train"
"Jamaica - Van Wyck","pid_86","Platform","E-south","Train"
"Jamaica Center Parsons/Archer","EL412","Elevator","Jamaica Center Parsons/Archer","Street"
"Jamaica Center Parsons/Archer","EL412","Elevator","Mezzanine","Mezzanine"
"Jamaica Center Parsons/Archer","Mezzanine","Mezzanine","EL413","Elevator"
"Jamaica Center Parsons/Archer","pid_87","Platform","EL413","Elevator"
"Jamaica Center Parsons/Archer","pid_87","Platform","E-south","Train"
"Jamaica Center Parsons/Archer","pid_87","Platform","Z-south","Train"
"Jamaica Center Parsons/Archer","pid_87","Platform","E-north","Train"
"Jamaica Center Parsons/Archer","pid_87","Platform","Z-north","Train"
"Jamaica Center Parsons/Archer","pid_87","Platform","J-south","Train"
"Jamaica Center Parsons/Archer","pid_87","Platform","J-north","Train"
"Jay St - MetroTech","EL706","Elevator","Jay St - MetroTech","Street"
"Jay St - MetroTech","EL706","Elevator","Mezzanine","Mezzanine"
"Jay St - MetroTech","Mezzanine","Mezzanine","EL707","Elevator"
"Jay St - MetroTech","Mezzanine","Mezzanine","EL709","Elevator"
"Jay St - MetroTech","Mezzanine","Mezzanine","EL708","Elevator"
"Jay St - MetroTech","pid_88","Platform","EL707","Elevator"
