"station_name","from","from_type","to","to_type"
"125 St","125 St","Street","EL125","Elevator"
"125 St","125 St","Street","EL142","Elevator"
"125 St","Mezzanine","Mezzanine","EL125","Elevator"
"125 St","Mezzanine","Mezzanine","EL142","Elevator"
"125 St","Mezzanine","Mezzanine","EL143","Elevator"
"125 St","Mezzanine","Mezzanine","EL126","Elevator"
"125 St","Mezzanine","Mezzanine","EL144","Elevator"
"125 St","Platform pid_1","Platform","EL143","Elevator"
"125 St","Platform pid_1","Platform","A-south","Train"
"125 St","Platform pid_1","Platform","D-south","Train"
"125 St","Platform pid_1","Platform","B-south","Train"
"125 St","Platform pid_1","Platform","C-south","Train"
"125 St","Platform pid_2","Platform","EL126","Elevator"
"125 St","Platform pid_2","Platform","5-south","Train"
"125 St","Platform pid_2","Platform","4-north","Train"
"125 St","Platform pid_2","Platform","5-north","Train"
"125 St","Platform pid_2","Platform","METRO_NORTH-south","Train"
"125 St","Platform pid_2","Platform","METRO_NORTH-north","Train"
"125 St","Platform pid_2","Platform","6-south","Train"
"125 St","Platform pid_2","Platform","4-south","Train"
"125 St","Platform pid_2","Platform","6-north","Train"
"125 St","Platform pid_3","Platform","EL144","Elevator"
"125 St","Platform pid_3","Platform","C-north","Train"
"125 St","Platform pid_3","Platform","B-north","Train"
"125 St","Platform pid_3","Platform","A-north","Train"
"125 St","Platform pid_3","Platform","D-north","Train"
"135 St","135 St","Street","EL180","Elevator"
"135 St","135 St","Street","EL181","Elevator"
"135 St","Platform pid_4","Platform","EL180","Elevator"
"135 St","Platform pid_4","Platform","3-north","Train"
"135 St","Platform pid_4","Platform","2-north","Train"
"135 St","Platform pid_5","Platform","EL181","Elevator"
"135 St","Platform pid_5","Platform","3-south","Train"
"135 St","Platform pid_5","Platform","2-south","Train"
"14 St - 8 Av","14 St - 8 Av","Street","EL221","Elevator"
"14 St - 8 Av","Mezzanine","Mezzanine","EL221","Elevator"
"14 St - 8 Av","Mezzanine","Mezzanine","EL222","Elevator"
"14 St - 8 Av","Mezzanine","Mezzanine","EL223","Elevator"
"14 St - 8 Av","Platform pid_6","Platform","EL222","Elevator"
"14 St - 8 Av","Platform pid_6","Platform","E-south","Train"
"14 St - 8 Av","Platform pid_6","Platform","A-south","Train"
"14 St - 8 Av","Platform pid_6","Platform","C-south","Train"
"14 St - 8 Av","Platform pid_7","Platform","EL223","Elevator"
"14 St - 8 Av","Platform pid_7","Platform","E-north","Train"
"14 St - 8 Av","Platform pid_7","Platform","A-north","Train"
"14 St - 8 Av","Platform pid_7","Platform","C-north","Train"
"14 St - Union Sq","14 St - Union Sq","Street","EL217","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL217","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL220","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL218","Elevator"
"14 St - Union Sq","Mezzanine","Mezzanine","EL219","Elevator"
"14 St - Union Sq","Platform pid_8","Platform","EL220","Elevator"
"14 St - Union Sq","Platform pid_8","Platform","W-south","Train"
"14 St - Union Sq","Platform pid_8","Platform","R-south","Train"
"14 St - Union Sq","Platform pid_8","Platform","Q-south","Train"
"14 St - Union Sq","Platform pid_8","Platform","N-south","Train"
"14 St - Union Sq","Platform pid_9","Platform","EL218","Elevator"
"14 St - Union Sq","Platform pid_9","Platform","L-north","Train"
"14 St - Union Sq","Platform pid_9","Platform","L-south","Train"
"14 St - Union Sq","Platform pid_10","Platform","EL219","Elevator"
"14 St - Union Sq","Platform pid_10","Platform","N-north","Train"
"14 St - Union Sq","Platform pid_10","Platform","R-north","Train"
"14 St - Union Sq","Platform pid_10","Platform","Q-north","Train"
"14 St - Union Sq","Platform pid_10","Platform","W-north","Train"
"149 St - 3 Av","149 St - 3 Av","Street","EL129","Elevator"
"149 St - 3 Av","149 St - 3 Av","Street","EL130","Elevator"
"149 St - 3 Av","Platform pid_11","Platform","EL129","Elevator"
"149 St - 3 Av","Platform pid_11","Platform","5-north","Train"
"149 St - 3 Av","Platform pid_11","Platform","2-north","Train"
"149 St - 3 Av","Platform pid_12","Platform","EL130","Elevator"
"149 St - 3 Av","Platform pid_12","Platform","5-manhattan","Train"
"149 St - 3 Av","Platform pid_12","Platform","2-manhattan","Train"
"161 St - Yankee Stadium","161 St - Yankee Stadium","Street","EL131","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL131","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL133","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL134","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL135","Elevator"
"161 St - Yankee Stadium","Mezzanine","Mezzanine","EL132","Elevator"
"161 St - Yankee Stadium","Platform pid_13","Platform","EL133","Elevator"
"161 St - Yankee Stadium","Platform pid_13","Platform","4-manhattan","Train"
"161 St - Yankee Stadium","Platform pid_14","Platform","EL134","Elevator"
"161 St - Yankee Stadium","Platform pid_14","Platform","B-manhattan","Train"
"161 St - Yankee Stadium","Platform pid_14","Platform","D-manhattan","Train"
"161 St - Yankee Stadium","Platform pid_15","Platform","EL135","Elevator"
"161 St - Yankee Stadium","Platform pid_15","Platform","D-norwood 205 st","Train"
"161 St - Yankee Stadium","Platform pid_15","Platform","B-norwood 205 st","Train"
"161 St - Yankee Stadium","Platform pid_16","Platform","EL132","Elevator"
"161 St - Yankee Stadium","Platform pid_16","Platform","4-woodlawn","Train"
"168 St","168 St","Street","EL139","Elevator"
"168 St","Mezzanine","Mezzanine","EL139","Elevator"
"168 St","Mezzanine","Mezzanine","EL141","Elevator"
"168 St","Mezzanine","Mezzanine","EL140","Elevator"
"168 St","Platform pid_17","Platform","EL141","Elevator"
"168 St","Platform pid_17","Platform","A-south","Train"
"168 St","Platform pid_17","Platform","C-south","Train"
"168 St","Platform pid_18","Platform","EL140","Elevator"
"168 St","Platform pid_18","Platform","C-north","Train"
"168 St","Platform pid_18","Platform","A-north","Train"
"175 St","175 St","Street","EL123","Elevator"
"175 St","Mezzanine","Mezzanine","EL123","Elevator"
"175 St","Mezzanine","Mezzanine","EL124","Elevator"
"175 St","Platform pid_19","Platform","EL124","Elevator"
"175 St","Platform pid_19","Platform","A-north","Train"
"179 St - Jamaica","179 St - Jamaica","Street","EL431","Elevator"
"179 St - Jamaica","Mezzanine","Mezzanine","EL431","Elevator"
"179 St - Jamaica","Mezzanine","Mezzanine","EL433","Elevator"
"179 St - Jamaica","Mezzanine","Mezzanine","EL432","Elevator"
"179 St - Jamaica","Platform pid_20","Platform","EL433","Elevator"
"179 St - Jamaica","Platform pid_20","Platform","F-manhattan","Train"
"179 St - Jamaica","Platform pid_20","Platform","EL432","Elevator"
"181 St","Lower Mezzanine","Lower Mezzanine","EL107","Elevator"
"181 St","Lower Mezzanine","Lower Mezzanine","EL109","Elevator"
"181 St","Lower Mezzanine","Lower Mezzanine","EL110","Elevator"
"181 St","Lower Mezzanine","Lower Mezzanine","EL108","Elevator"
"181 St","Upper Mezzanine","Upper Mezzanine","EL107","Elevator"
"181 St","Upper Mezzanine","Upper Mezzanine","EL109","Elevator"
"181 St","Upper Mezzanine","Upper Mezzanine","EL110","Elevator"
"181 St","Upper Mezzanine","Upper Mezzanine","EL108","Elevator"
"190 St","Lower Mezzanine","Lower Mezzanine","EL120","Elevator"
"190 St","Lower Mezzanine","Lower Mezzanine","EL115","Elevator"
"190 St","Upper Mezzanine","Upper Mezzanine","EL120","Elevator"
"190 St","Upper Mezzanine","Upper Mezzanine","EL115","Elevator"
"190 St","Upper Mezzanine","Upper Mezzanine","EL116","Elevator"
"190 St","Mezzanine","Mezzanine","EL116","Elevator"
"191 St","Lower Mezzanine","Lower Mezzanine","EL106","Elevator"
"191 St","Lower Mezzanine","Lower Mezzanine","EL105","Elevator"
"191 St","Lower Mezzanine","Lower Mezzanine","EL104","Elevator"
"191 St","191 St","Street","EL106","Elevator"
"191 St","191 St","Street","EL105","Elevator"
"191 St","191 St","Street","EL104","Elevator"
"191 St","191 St","Street","EL103","Elevator"
"191 St","Platform pid_21","Platform","EL103","Elevator"
"191 St","Platform pid_21","Platform","1-south","Train"
"191 St","Platform pid_21","Platform","1-north","Train"
"207 St - Inwood","207 St - Inwood","Street","EL148","Elevator"
"207 St - Inwood","Mezzanine","Mezzanine","EL148","Elevator"
"207 St - Inwood","Mezzanine","Mezzanine","EL149","Elevator"
"207 St - Inwood","Platform pid_22","Platform","EL149","Elevator"
"207 St - Inwood","Platform pid_22","Platform","A-north","Train"
"207 St - Inwood","Platform pid_22","Platform","A-south","Train"
"21 St - Queensbridge","21 St - Queensbridge","Street","EL405","Elevator"
"21 St - Queensbridge","Mezzanine","Mezzanine","EL405","Elevator"
"21 St - Queensbridge","Mezzanine","Mezzanine","EL407","Elevator"
"21 St - Queensbridge","Mezzanine","Mezzanine","EL406","Elevator"
"21 St - Queensbridge","Platform pid_23","Platform","EL407","Elevator"
"21 St - Queensbridge","Platform pid_23","Platform","F-jamaica","Train"
"21 St - Queensbridge","Platform pid_24","Platform","EL406","Elevator"
"21 St - Queensbridge","Platform pid_24","Platform","F-manhattan","Train"
"23 St","23 St","Street","EL298","Elevator"
"23 St","23 St","Street","EL299","Elevator"
"23 St","Platform pid_25","Platform","EL298","Elevator"
"23 St","Platform pid_25","Platform","6-north","Train"
"23 St","Platform pid_26","Platform","EL299","Elevator"
"23 St","Platform pid_26","Platform","6-south","Train"
"231 St","231 St","Street","EL185","Elevator"
"231 St","231 St","Street","EL184","Elevator"
"231 St","Platform pid_27","Platform","EL185","Elevator"
"231 St","Platform pid_27","Platform","1-north","Train"
"231 St","Platform pid_28","Platform","EL184","Elevator"
"231 St","Platform pid_28","Platform","1-south","Train"
"233 St","233 St","Street","EL192","Elevator"
"233 St","Mezzanine","Mezzanine","EL192","Elevator"
"233 St","Mezzanine","Mezzanine","EL194","Elevator"
"233 St","Mezzanine","Mezzanine","EL193","Elevator"
"233 St","Platform pid_29","Platform","EL194","Elevator"
"233 St","Platform pid_29","Platform","2-south","Train"
"233 St","Platform pid_29","Platform","5-south","Train"
"233 St","Platform pid_30","Platform","EL193","Elevator"
"233 St","Platform pid_30","Platform","2-north","Train"
"233 St","Platform pid_30","Platform","5-north","Train"
"28 St","28 St","Street","EL279X","Elevator"
"28 St","Platform pid_31","Platform","EL279X","Elevator"
"28 St","Platform pid_31","Platform","6-south","Train"
"34 St - Herald Sq","34 St - Herald Sq","Street","EL200X","Elevator"
"34 St - Herald Sq","34 St - Herald Sq","Street","EL213","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL200X","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL213","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL209","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL211","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL210","Elevator"
"34 St - Herald Sq","Mezzanine","Mezzanine","EL212","Elevator"
"34 St - Herald Sq","Platform pid_32","Platform","EL209","Elevator"
"34 St - Herald Sq","Platform pid_32","Platform","D-south","Train"
"34 St - Herald Sq","Platform pid_32","Platform","M-south","Train"
"34 St - Herald Sq","Platform pid_32","Platform","F-south","Train"
"34 St - Herald Sq","Platform pid_32","Platform","B-south","Train"
"34 St - Herald Sq","Platform pid_33","Platform","EL211","Elevator"
"34 St - Herald Sq","Platform pid_33","Platform","N-south","Train"
"34 St - Herald Sq","Platform pid_33","Platform","R-south","Train"
"34 St - Herald Sq","Platform pid_33","Platform","Q-south","Train"
"34 St - Herald Sq","Platform pid_33","Platform","W-south","Train"
"34 St - Herald Sq","Platform pid_34","Platform","EL210","Elevator"
"34 St - Herald Sq","Platform pid_34","Platform","B-north","Train"
"34 St - Herald Sq","Platform pid_34","Platform","D-north","Train"
"34 St - Herald Sq","Platform pid_34","Platform","F-north","Train"
"34 St - Herald Sq","Platform pid_34","Platform","M-north","Train"
"34 St - Herald Sq","Platform pid_35","Platform","EL212","Elevator"
"34 St - Herald Sq","Platform pid_35","Platform","R-north","Train"
"34 St - Herald Sq","Platform pid_35","Platform","N-north","Train"
"34 St - Herald Sq","Platform pid_35","Platform","Q-north","Train"
"34 St - Herald Sq","Platform pid_35","Platform","W-north","Train"
"34 St - Hudson Yards","34 St - Hudson Yards","Street","EL603","Elevator"
"34 St - Hudson Yards","Mezzanine","Mezzanine","EL603","Elevator"
"34 St - Hudson Yards","Mezzanine","Mezzanine","EL600","Elevator"
"34 St - Hudson Yards","Platform pid_36","Platform","EL600","Elevator"
"34 St - Hudson Yards","Platform pid_36","Platform","7-north","Train"
"34 St - Hudson Yards","Platform pid_36","Platform","7-south","Train"
"34 St - Hudson Yards","Upper Mezzanine","Upper Mezzanine","EL602","Elevator"
"34 St - Hudson Yards","Upper Mezzanine","Upper Mezzanine","EL601","Elevator"
"34 St - Hudson Yards","Lower Mezzanine","Lower Mezzanine","EL602","Elevator"
"34 St - Hudson Yards","Lower Mezzanine","Lower Mezzanine","EL601","Elevator"
"42 St - Bryant Park","42 St - Bryant Park","Street","EL295X","Elevator"
"42 St - Bryant Park","42 St - Bryant Park","Street","EL287X","Elevator"
"42 St - Bryant Park","42 St - Bryant Park","Street","EL294X","Elevator"
"42 St - Bryant Park","Mezzanine","Mezzanine","EL295X","Elevator"
"42 St - Bryant Park","Mezzanine","Mezzanine","EL287X","Elevator"
"42 St - Bryant Park","Mezzanine","Mezzanine","EL294X","Elevator"
"42 St - Grand Central","Mezzanine","Mezzanine","EL205","Elevator"
"42 St - Grand Central","Mezzanine","Mezzanine","EL206","Elevator"
"42 St - Grand Central","Mezzanine","Mezzanine","EL296","Elevator"
"42 St - Grand Central","Platform pid_37","Platform","EL205","Elevator"
"42 St - Grand Central","Platform pid_37","Platform","4-south","Train"
"42 St - Grand Central","Platform pid_37","Platform","6-south","Train"
"42 St - Grand Central","Platform pid_37","Platform","5-south","Train"
"42 St - Grand Central","Platform pid_38","Platform","EL206","Elevator"
"42 St - Grand Central","Platform pid_38","Platform","5-north","Train"
"42 St - Grand Central","Platform pid_38","Platform","6-north","Train"
"42 St - Grand Central","Platform pid_38","Platform","4-north","Train"
"42 St - Grand Central","Street","Street","EL296","Elevator"
"47-50 St - Rockefeller Ctr","47-50 St - Rockefeller Ctr","Street","EL234","Elevator"
"47-50 St - Rockefeller Ctr","Mezzanine","Mezzanine","EL234","Elevator"
"47-50 St - Rockefeller Ctr","Mezzanine","Mezzanine","EL236","Elevator"
"47-50 St - Rockefeller Ctr","Mezzanine","Mezzanine","EL235","Elevator"
"47-50 St - Rockefeller Ctr","Platform pid_39","Platform","EL236","Elevator"
"47-50 St - Rockefeller Ctr","Platform pid_39","Platform","F-south","Train"
"47-50 St - Rockefeller Ctr","Platform pid_39","Platform","D-south","Train"
"47-50 St - Rockefeller Ctr","Platform pid_39","Platform","M-south","Train"
"47-50 St - Rockefeller Ctr","Platform pid_39","Platform","B-south","Train"
"47-50 St - Rockefeller Ctr","Platform pid_40","Platform","EL235","Elevator"
"47-50 St - Rockefeller Ctr","Platform pid_40","Platform","D-jamaica","Train"
"47-50 St - Rockefeller Ctr","Platform pid_40","Platform","M-jamaica","Train"
"47-50 St - Rockefeller Ctr","Platform pid_40","Platform","F-jamaica","Train"
"47-50 St - Rockefeller Ctr","Platform pid_40","Platform","B-jamaica","Train"
"49 St","49 St","Street","EL268X","Elevator"
"49 St","Mezzanine","Mezzanine","EL268X","Elevator"
"50 St","50 St","Street","EL207X","Elevator"
"50 St","Mezzanine","Mezzanine","EL207X","Elevator"
"50 St","Mezzanine","Mezzanine","EL208X","Elevator"
"50 St","Platform pid_41","Platform","EL208X","Elevator"
"50 St","Platform pid_41","Platform","E-south","Train"
"50 St","Platform pid_41","Platform","C-south","Train"
"51 St","Mezzanine","Mezzanine","EL202","Elevator"
"51 St","Mezzanine","Mezzanine","EL201","Elevator"
"51 St","Platform pid_42","Platform","EL202","Elevator"
"51 St","Platform pid_42","Platform","6-south","Train"
"51 St","Platform pid_43","Platform","EL201","Elevator"
"51 St","Platform pid_43","Platform","6-north","Train"
"57 St - 7 Av","Mezzanine","Mezzanine","EL281","Elevator"
"57 St - 7 Av","Street","Street","EL281","Elevator"
"61 St - Woodside","Platform pid_44","Platform","EL419X","Elevator"
"61 St - Woodside","Platform pid_44","Platform","EL418X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL419X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL418X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL417X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL416X","Elevator"
"61 St - Woodside","Mezzanine","Mezzanine","EL415X","Elevator"
"61 St - Woodside","Platform pid_45","Platform","EL417X","Elevator"
"61 St - Woodside","Platform pid_45","Platform","7-flushing main st","Train"
"61 St - Woodside","Platform pid_46","Platform","EL416X","Elevator"
"61 St - Woodside","Platform pid_46","Platform","7-manhattan","Train"
"61 St - Woodside","61 St - Woodside","Street","EL415X","Elevator"
"66 St - Lincoln Center","66 St - Lincoln Center","Street","EL237","Elevator"
"66 St - Lincoln Center","66 St - Lincoln Center","Street","EL238","Elevator"
"66 St - Lincoln Center","Platform pid_47","Platform","EL237","Elevator"
"66 St - Lincoln Center","Platform pid_47","Platform","1-north","Train"
"66 St - Lincoln Center","Platform pid_48","Platform","EL238","Elevator"
"66 St - Lincoln Center","Platform pid_48","Platform","1-south","Train"
"72 St","72 St","Street","EL240","Elevator"
"72 St","72 St","Street","EL239","Elevator"
"72 St","Platform pid_49","Platform","EL240","Elevator"
"72 St","Platform pid_49","Platform","1-south","Train"
"72 St","Platform pid_49","Platform","2-south","Train"
"72 St","Platform pid_49","Platform","3-south","Train"
"72 St","Platform pid_50","Platform","EL239","Elevator"
"72 St","Platform pid_50","Platform","2-north","Train"
"72 St","Platform pid_50","Platform","1-north","Train"
"72 St","Platform pid_50","Platform","3-north","Train"
"72 St / 2 Av","72 St / 2 Av","Street","EL264","Elevator"
"72 St / 2 Av","72 St / 2 Av","Street","EL265","Elevator"
"72 St / 2 Av","72 St / 2 Av","Street","EL266","Elevator"
"72 St / 2 Av","72 St / 2 Av","Street","EL267","Elevator"
"72 St / 2 Av","72 St / 2 Av","Street","EL262","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL264","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL265","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL266","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL267","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL262","Elevator"
"72 St / 2 Av","Lower Mezzanine","Lower Mezzanine","EL259","Elevator"
"72 St / 2 Av","Platform pid_51","Platform","EL259","Elevator"
"72 St / 2 Av","Platform pid_51","Platform","Q-south","Train"
"72 St / 2 Av","Platform pid_51","Platform","Q-north","Train"
"8 Av","8 Av","Street","EL753","Elevator"
"8 Av","Platform pid_52","Platform","EL753","Elevator"
"8 Av","Platform pid_52","Platform","N-north","Train"
"8 Av - 14 St","Mezzanine","Mezzanine","EL224","Elevator"
"8 Av - 14 St","Platform pid_53","Platform","EL224","Elevator"
"8 Av - 14 St","Platform pid_53","Platform","L-north","Train"
"8 Av - 14 St","Platform pid_53","Platform","L-south","Train"
"86 St","86 St","Street","EL273","Elevator"
"86 St","Platform pid_54","Platform","EL273","Elevator"
"86 St","Platform pid_54","Platform","6-north","Train"
"86 St","Platform pid_54","Platform","4-north","Train"
"86 St","Platform pid_54","Platform","5-north","Train"
"86 St / 2 Av","86 St / 2 Av","Street","EL250","Elevator"
"86 St / 2 Av","Mezzanine","Mezzanine","EL250","Elevator"
"86 St / 2 Av","Mezzanine","Mezzanine","EL249","Elevator"
"86 St / 2 Av","Platform pid_55","Platform","EL249","Elevator"
"86 St / 2 Av","Platform pid_55","Platform","Q-south","Train"
"86 St / 2 Av","Platform pid_55","Platform","Q-north","Train"
"96 St","96 St","Street","EL146","Elevator"
"96 St","96 St","Street","EL145","Elevator"
"96 St","Platform pid_56","Platform","EL146","Elevator"
"96 St","Platform pid_56","Platform","2-north","Train"
"96 St","Platform pid_56","Platform","3-north","Train"
"96 St","Platform pid_56","Platform","1-north","Train"
"96 St","Platform pid_57","Platform","EL145","Elevator"
"96 St","Platform pid_57","Platform","3-south","Train"
"96 St","Platform pid_57","Platform","2-south","Train"
"96 St","Platform pid_57","Platform","1-south","Train"
"96 St / 2 Av","96 St / 2 Av","Street","EL248","Elevator"
"96 St / 2 Av","Mezzanine","Mezzanine","EL248","Elevator"
"96 St / 2 Av","Mezzanine","Mezzanine","EL247","Elevator"
"96 St / 2 Av","Platform pid_58","Platform","EL247","Elevator"
"96 St / 2 Av","Platform pid_58","Platform","Q-south","Train"
"Aqueduct Racetrack","Aqueduct Racetrack","Street","EL489X","Elevator"
"Aqueduct Racetrack","Platform pid_59","Platform","EL489X","Elevator"
"Aqueduct Racetrack","Platform pid_59","Platform","A-manhattan","Train"
"Atlantic Av-Barclays Ctr","Atlantic Av-Barclays Ctr","Street","EL700X","Elevator"
"Atlantic Av-Barclays Ctr","Atlantic Av-Barclays Ctr","Street","EL301","Elevator"
"Atlantic Av-Barclays Ctr","Atlantic Av-Barclays Ctr","Street","EL300X","Elevator"
"Atlantic Av-Barclays Ctr","Atlantic Av-Barclays Ctr","Street","EL737X","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_60","Platform","EL700X","Elevator"
"Atlantic Av-Barclays Ctr","Platform pid_60","Platform","2-manhattan","Train"
"Atlantic Av-Barclays Ctr","Platform pid_60","Platform","3-manhattan","Train"
"Bay Parkway","Bay Parkway","Street","EL376","Elevator"
"Bay Parkway","Mezzanine","Mezzanine","EL376","Elevator"
"Bay Parkway","Mezzanine","Mezzanine","EL378","Elevator"
"Bay Parkway","Mezzanine","Mezzanine","EL377","Elevator"
"Bay Parkway","Platform pid_61","Platform","EL378","Elevator"
"Bay Parkway","Platform pid_61","Platform","D-coney island","Train"
"Bay Parkway","Platform pid_62","Platform","EL377","Elevator"
"Bay Parkway","Platform pid_62","Platform","D-manhattan","Train"
"Borough Hall","Borough Hall","Street","EL317","Elevator"
"Borough Hall","Mezzanine","Mezzanine","EL317","Elevator"
"Borough Hall","Mezzanine","Mezzanine","EL318","Elevator"
"Borough Hall","Platform pid_63","Platform","EL318","Elevator"
"Borough Hall","Platform pid_63","Platform","2-north","Train"
"Borough Hall","Platform pid_63","Platform","3-north","Train"
"Borough Hall","Platform pid_63","Platform","3-south","Train"
"Borough Hall","Platform pid_63","Platform","2-south","Train"
"Briarwood/Van Wyck Blvd","Briarwood/Van Wyck Blvd","Street","EL424","Elevator"
"Briarwood/Van Wyck Blvd","Mezzanine","Mezzanine","EL424","Elevator"
"Brooklyn Bridge - City Hall","Mezzanine","Mezzanine","EL315","Elevator"
"Brooklyn Bridge - City Hall","Mezzanine","Mezzanine","EL316","Elevator"
"Brooklyn Bridge - City Hall","Mezzanine","Mezzanine","EL314","Elevator"
"Brooklyn Bridge - City Hall","Platform pid_64","Platform","EL315","Elevator"
"Brooklyn Bridge - City Hall","Platform pid_64","Platform","6-south","Train"
"Brooklyn Bridge - City Hall","Platform pid_64","Platform","4-south","Train"
"Brooklyn Bridge - City Hall","Platform pid_64","Platform","5-south","Train"
"Brooklyn Bridge - City Hall","Platform pid_65","Platform","EL316","Elevator"
"Brooklyn Bridge - City Hall","Platform pid_65","Platform","4-north","Train"
"Brooklyn Bridge - City Hall","Platform pid_65","Platform","5-north","Train"
"Brooklyn Bridge - City Hall","Platform pid_65","Platform","6-north","Train"
"Brooklyn Bridge - City Hall","Brooklyn Bridge - City Hall","Street","EL314","Elevator"
"Canal St","Canal St","Street","EL324","Elevator"
"Canal St","Canal St","Street","EL325","Elevator"
"Canal St","Platform pid_66","Platform","EL324","Elevator"
"Canal St","Platform pid_66","Platform","6-north","Train"
"Canal St","Platform pid_67","Platform","EL325","Elevator"
"Canal St","Platform pid_67","Platform","6-south","Train"
"Chambers St","Mezzanine","Mezzanine","EL337","Elevator"
